en,ja
"- Serbian, yes.",- セルビア人　うん
What was I saying?,何て言ってた？
Faux-riarty?,突き止め易くなるはずだ
You've never seen two sisters who were closer.,あんなに仲の良い姉妹は　いなかっただろう
"[Chuckles] No, no.",今日はやめとく
I can finally only come to one conclusion.,やっと決心しました
"Sweetheart, why don't you go play in your room for a little bit, okay?",部屋で遊びなさい。 もう少し？
"If I were you, I would quit my job and leave London.",もし私があなたの立場だったら、仕事をやめてロンドンにでるでしょう。
What should I do?,どうしたらいい？
RAKE:,ブリック！
"Daddy, are we there yet?",まだ着かないの？
_,いえ
- Is she his wife?,あの人の女房かい？
Am I here to stay?,居ていいのかな？
They'll be deciding.,- 決断のときだ
"I'm peter guzik, mr. Sontag's counsel.",弁護士の ピーター・グジックだ
Go on.,行け。
Halt!,止まれ
"If not Renly, Your Grace, join forces with Robb Stark.",レンリーが駄目なら　陛下 ロブ・スターク方に加わるべきです
Who?,誰が？
"Look, I was minding my own till these motherfuckers showed up.",この世界を世直しに来たのね
Kitwe,キトウェCity in Zambia
Dad?,父さん
Midori.,みどりちゃん
What's what?,何って？
Gedge's plan to frame me is already blown.,私を犯人にする計画は破綻した
Can I just comb my hair a bit? No?,髪を整えさせてもらえるか？
Here I am with you nice folks no more than five minutes and I'm already knee-deep in devils.,悪い話をしてしまった もっと良い話をするつもりだった
"But either way, he'll take better care of her than you could.",いずれにせよ あなたより 彼女の面倒を見れる
Philosophy is not so difficult a subject as you imagine it is.,哲学はあなたがたが考えているほど難しい学科ではない。
You're gonna make me late.,お前らのせいで遅刻だ
What is it?,どうしたの
- You can't make me.,- こんな事させないで
I would imagine your new roommate will want a say in whether you keep the machine.,君の新しいルームメイトは 機械に対して何て言うかな
She misses you.,会いたがってた
Is what my mother used to say.,前に うちの お母さんが 言ってたな｡
I'll get whiskey.,ウィスキーを持ってきます
Nothing at all.,全くだ
"If you wanna survive, you're gonna have to help us.",生き残りたいなら 手を貸さざるを得ない
- To a place I have in Monza.,− 次はモンツァだ
I wanted to have a child so bad and I couldn't!,- うるさい
You had a sexy phase?,- カワイイ段階？
You did well.,あなたは上手くやったわ
Just that,どうしたの　広鳥勝ったの？
...kids in the car!,子供が車に閉じ込められたの
Here they come.,来たぞ
Your prints on that file should be enough to get a search warrant.,そのファイルに付いたあなたの指紋があれば 十分捜索令状を取れるわ 調べてみましょう
- I told you to keep her away! She frightens people!,彼女は みんなを怖がらせる
I'm not one in four.,僕はその1人じゃない
(sighs),被害者の遺体をデュワーから
Fever. Erratic heart rate. She might be going into septic shock.,熱　不整脈 敗血症を発症するわ
"! You okay, judge?",大丈夫ですか？
Access host resources logs.,構成員のログに接続
I wanted to be needed.,必要とされたかった せめて惜しまれたかった
"Open yöur eyes, Victoria.",目を開けて
Which indicates our two species have more similarities than differences.,私たちの2つの種族に違いよりも 類似性が多いことを示しています
I'm still waiting for D.O.T. to turn over a spraying schedule so we can figure out what areas were targeting then.,まだD. O. T.
Then perhaps you should be looking for the Princess too.,"それなら,きっとあなたもプリンセスを探すべきです。"
I'm not a part of this,俺は会社のゲームに
"I promise you, I'm not the one that's hunting you.",俺は君を 捜している者ではない
"What, did you run out of Adderall?",なんだ、空っぽのアデロール（刺激薬）か？
Surprise!,驚いた？
You should have come with us.,一緒に乗れば良かったのに
He/she will make of you a lost one.,そいつがあんたを ダメにしてる
This is your chance to stop that persecution in its tracks. - Show Jesus you have a charitable nature.,これは あなたの慈悲深さを イエスに示すチャンスよ
It was a casual meeting.,それは偶然の出会いだった。
nbsp; - Downloaded Chunksnbsp; - Chunks to Downloadnbsp; - Excluded Chunks,nbsp; - ダウンロード済みnbsp; - 未ダウンロードnbsp; - 対象外
Eight years ago you told me there was a reward for Abu Nazir.,8年前の事だけど アブ ナジールに賞金が掛かってると
- Get in there.,中に
Charge them with what?,何の容疑で？
How am I supposed to learn anything if you keep making it this easy?,こんなに簡単に倒せたら 練習にならないわね
I ate a burdock root tempura.,牛蒡の天ぷらを食べました。
"Listen. Right now, you're worrying about these things because you have a lot of free time.",あのね｡ 今は 暇だから そんなことで 悩んじゃうんだよ｡
Get off me!,私を得る！
"Made a deal, and then when he came for the money--",取引をした、 それで彼が金を受け取ろうとやってきた時に...
I'm sure that was a very difficult time for you.,辛かったんだろうね
"Anybody he designated as ""unworthy of living""","誰これ構わず ""生きるに値しない""と"
Okay?,いいですか？
You are a very naughty little girl.,とても いけない子ね
I go into this very topic in my critically acclaimed book.,私はそのことを本に書いて 物議をかもしましたが−
Cutting your own throat by leaking the information on the 500-million yen loan in exchange.,引き換えに５億の情報を マスコミに漏らして 自分の首しめるなんて お前らしいよ
Meadow... open.,草原をかき分け
"They brought him in here, Mark and Beth.",マークとベスがここにあの子を連れて来た
He turned down her request for a day off.,彼は一日休みたいという彼女の要請を拒否した。
"I mean, do you really do poetry?",_私が意味する、あなたは 本当に詩を行うのですか？
"Oh, and I'm eating.",そうなの？ 私は食べるつもりだけど
This is why I do all of this.,そのため...
Just get it.,ほら早く
You two.,あなた2。
I can take care of myself.,自分の身は守れる
"Until we know why, we can't share this with anyone, for their safety and ours.",我々の安全の為に 理由が分るまで 誰にも話すことは許されない
"Just make up your mind,ellen.",心を決めないと
"No, whatever the fuck's happening, we can't stay in the gents forever.",それなら俺達 無事じゃすまない
"Nikita, that's because you've spent so much time trying to take this place down. Exactly.",でも、ここを倒すために 命を懸けて来たわ
