en,ja
Coulson and I have other matters to attend to.,クールソンと私は別件の調査をする予定よ
You look gorgeous.,すごく綺麗だ
I guess I'm not the only one in the family that's done a 180.,ランス家でやったのは 私だけじゃないと思う
SqueaI bag! SqueaIster!,この密告者！
The army will be routed and put to flight.,やがてこれらの人々は敗れ去り，逃げ去るであろう。
Julia... don't you ever... ever let a man tell you who you are... or make you feel... like you are less than he is.,ジュリア あなたは決して　男に あなたが誰か言わせないでね
What? What'd you learn?,何を調べた?
"Seriously, are you all right?",- 本当に　大丈夫か？
Aurelien Gateau,Aurelien Gateau
Just before I executed him.,私が彼を殺す前にね
"I mean, works in all those zombie movies.",ゾンビ映画は全てそれだ
"Oh, I'm sorry. That must've been...",お気の毒に　さぞかし...
I just want you to know the truth.,...本当の真実を知って欲しい
Why couldn't you spot a simple window dressing like that?,あの程度の粉飾 なぜ見抜けなかったのかね？
"Your country, all mankind, owes you a great deal.",あなたは全人類の命を 背負っている
- Yeah?,-ほんと？
There's another person posing as Matthew Graham.,今、もう一人あなたが居て そいつがFBIを指揮してる
Just because Miss Jeanette ain't real doesn't mean she can't help people.,インチキでも人は救える
EXPENSIVE FEET.,上品な足だよ
Dad!,パパ！
He didn't specify when he would return.,彼はいつ帰るかはっきり言わなかった。
Remember the lace! I simply must have it!,織物忘れないでね！
"Okay, Cody. Fair enough.",わかった　コディ　もういい
He is who he is.,それが彼よ
"- Go go go. - You don't have to do it, you know?",-行 って行　って
- Close by.,近くにいる
There was friction there.,衝突してました
"You do that to me again, and I'll kick your ass!",あなたは、再び私にそれを行うこと と私はあなたのお尻をキックします！
Your own soldiers let me in.,お前自身の兵士に私を加えてくれ
"It's your father, Daimon-kun.",大門君のお父さんです。
"If honor had been your intent, you might have abstained from murdering your brother.",尊敬がお前の意志であるなら 兄を殺したことから 破棄されるだろう
It wasn't me!,俺じゃない！
(Only for LDAP) Enter the base DN for this LDAP server to limit searches to only that subtree of the directory.,LDAP サーバのベース DN を入力して検索をそのディレクトリのサブツリーに限定します (LDAP の場合のみ)。
Or just good aim. You were awake when you fell.,場所も良かった 人目が無くて
Hey!,何だよ。
"Lima, most likely.",休暇で行くならね
And precision. I've made arrangements for you To be received at the building.,疑問点は３つある
We have to go. That fellow keeps staring at us.,行かなけりゃ　奴が追ってくる
Four thousand two hundred thirty-eight.,"4,238"
She has been watching television for three hours.,彼女は３時間テレビを見続けている。
So I shut down a little inside.,だから　私は　少し内にこもったの
I remember seeing the gentleman before.,その紳士には以前あった覚えがある。
"Look, sire !",御覧なさい！
She boasts of her family.,彼女は家族のことを自慢する。
I need you to focus here.,こっちに集中してくれ
Reading:,読み
- When you realize your situation.,現状を知る
I saved your life.,命を救ったのよ
Stop.,やめろ
"""This might ruin our reputation, but that can't be helped.""","""いや これでもう イメージは下がっちゃう"" ""下がっちゃうわけだけど もう それはしかたないし"""
Why is the FBI even interested in them?,なぜＦＢＩが彼らに興味を？
You saved my life again.,あなたは再び私の命を救った
What about your life is so much shittier than the rest of ours that you get to throw in the towel early?,お前がさっさと諦めるほど お前の人生がクソなのはなぜだ？
You know what it means.,それがどんな意味か分かるよな
The empties?,空っぽかな？
Go ahead.,どうぞ
"When Our clear revelations are recited to those who deny the Truth they are wont to say to those who have faith: ""Which of the two groups has a better status and whose assemblies are grander?""",わが公明な印がかれらに読誦される時，信じない者たちは信仰する者に向かって，「どちらが地位において高く，またどちらが気前がいいか」などという。
He's coming after us.,我々の後を追っている
Maybe after.,たぶん後で
"If you're going to work all night, you should try getting some exercise.",朝まで働くなら ちょっとは運動しろ
♪ I am still right here ♪,♪ I am still right here ♪
"And if that happens, he's gonna die.",もしもうそうなったら... 彼は死ぬわ。
"Because I'm afraid, Mr. Bold... that the issue is not whether Vaucan... may represent a threat to the company.",ボールドくん 残念ながら ジャック・ボウカンは もはや 我が社だけの 脅威ではないのだよ
B!,B！
Hurry!,急げ！
You can't have her!,お前には渡さない！
Remove chord,コードを削除
Both of you.,2人とも
Index for Section %1: %2,セクション %1 のインデックス: %2
Frigging psycho.,やめてよ！
Okay. That's the way you wanna play it.,そうか 遊びたいんだな
You've found something?,- 何か見つけたのか？
You are about to see one of the biggest Soviet secrets.,あなたが見るしようとしています 最大のソ連の秘密の一つ。
You didn't mean to kill Hap any more than I meant to kill Kay.,ー　じゃあね ー　じゃあね　フランシス...
- Have you been a good boy today?,今日も頑張った？
This way we'll have a decent conversation.,こちらへどうぞ ちゃんとした会話が出来る
Find Mirri Maz Duur.,ミリ・マゾ・ドロを探して ここに連れて来て
She's female and waiting for you in the cabana.,そうよ！ 女はパーティーに待ってるぞ
"Why don't we stick to good, old-fashioned hand tools for now.",危ないから 置いとこうね
"All right. All right, let's let the games begin. Let's rock 'n' roll.",それじゃあ、ゲーム開始だ レッツ　ロックンロール
"Rigsby, listen to me. Lorelei is going after Lennon.",リグスビー　よく聞いてくれ ローレライは　レノンを追っている
- My ship?,- 私の船？
"She had brain cancer, so everyone thought she was delusional.",脳腫瘍のせいだと みんな思っていた
C'mon. I'll get you home.,家まで送るよ
Be free!,まずい　この量...
- That's not what I meant.,- そういう意味では...
Now what?,どんなヤツだ？
Navigate to this line,この行に移動
As expected?,予想どうりか？
He seemed so helpless.,ぐったりしてて...
That's interesting.,そりゃ興味深い
Ain't nobody worryin'.,♪　誰も嘆いてないわけないじゃない
The police arrested the burglar on the spot.,警官は強盗犯を即座に逮捕しました。
